time,claremont_count,innaloo,kelmscott_count,myaree_count,northbridge_count,oconnor_count,scarbs_count,shenton_count,vic_count
10:10:58 2021/02/14,48,49,7,25,18,31,33,16,31
10:21:00 2021/02/14,54,50,8,29,20,34,29,17,32
10:31:03 2021/02/14,54,53,9,28,22,32,24,19,35
10:41:06 2021/02/14,59,56,8,27,21,35,27,19,37
10:51:08 2021/02/14,59,65,7,28,25,35,27,17,38
11:01:11 2021/02/14,59,60,9,28,24,32,24,16,33
11:11:14 2021/02/14,52,64,9,25,23,30,28,16,31
11:21:16 2021/02/14,51,68,7,27,23,29,25,18,38
11:31:19 2021/02/14,47,68,7,30,23,28,24,15,34
11:41:21 2021/02/14,43,71,8,34,19,32,23,10,32
11:51:24 2021/02/14,41,66,7,31,19,33,19,8,41
12:01:27 2021/02/14,41,58,7,35,19,33,21,11,36
12:11:29 2021/02/14,45,61,6,34,21,34,20,11,38
12:21:32 2021/02/14,47,57,5,33,18,39,17,8,39
12:31:35 2021/02/14,49,49,8,35,18,35,18,9,30
12:41:38 2021/02/14,46,47,10,31,15,32,15,10,35
12:51:41 2021/02/14,49,41,8,32,14,28,19,12,33
13:01:44 2021/02/14,45,41,9,31,11,28,18,17,23
13:11:47 2021/02/14,47,39,13,24,8,31,15,14,25
13:21:49 2021/02/14,40,30,12,21,8,29,17,15,26
13:31:52 2021/02/14,41,28,12,21,9,26,17,16,33
13:41:55 2021/02/14,40,25,9,17,12,29,16,16,36
13:51:57 2021/02/14,38,29,7,17,15,26,26,14,33
14:02:00 2021/02/14,38,41,7,11,18,25,20,12,27
14:12:02 2021/02/14,27,42,3,13,16,16,21,13,30
14:22:06 2021/02/14,33,53,2,17,16,15,22,11,31
14:32:09 2021/02/14,34,56,2,16,17,12,19,12,21
14:42:12 2021/02/14,31,63,1,21,15,8,21,9,20
14:52:14 2021/02/14,29,57,1,20,13,11,15,9,20
15:02:17 2021/02/14,28,47,2,22,10,10,20,6,19
15:12:20 2021/02/14,27,46,3,19,11,10,21,11,22
15:22:23 2021/02/14,24,43,4,19,10,13,20,15,26
15:32:26 2021/02/14,21,37,5,21,11,18,23,15,29
15:42:28 2021/02/14,20,34,6,18,11,17,27,17,33
15:52:31 2021/02/14,26,34,10,19,12,17,27,18,32
16:02:34 2021/02/14,29,35,11,17,14,22,25,15,31
16:12:37 2021/02/14,31,28,11,17,13,23,22,15,29
16:22:40 2021/02/14,31,28,9,14,10,21,24,16,25
16:32:42 2021/02/14,33,29,8,15,11,18,24,15,23
16:42:44 2021/02/14,33,29,7,14,11,19,21,13,23
16:52:47 2021/02/14,40,27,4,19,10,19,16,12,23
17:02:50 2021/02/14,35,28,5,20,10,16,18,13,24
17:12:52 2021/02/14,34,32,3,21,10,13,19,9,24
17:22:55 2021/02/14,34,33,4,22,10,13,16,6,22
17:32:57 2021/02/14,35,33,7,23,9,16,17,6,27
17:42:59 2021/02/14,35,32,7,23,9,13,18,5,26
17:53:01 2021/02/14,24,33,7,19,12,14,19,3,25
18:03:04 2021/02/14,24,30,7,15,14,15,18,,24
18:13:06 2021/02/14,28,30,6,12,13,17,17,,21
18:23:09 2021/02/14,26,23,6,11,14,17,14,,18
18:33:12 2021/02/14,25,22,3,11,14,15,13,,15
18:43:15 2021/02/14,22,21,3,8,12,18,12,,13
18:53:17 2021/02/14,24,20,6,8,9,17,10,,18
19:03:21 2021/02/14,22,21,6,9,9,13,11,,19
19:13:23 2021/02/14,19,21,7,9,7,11,10,,22
19:23:26 2021/02/14,16,21,8,12,7,10,9,,23
19:33:29 2021/02/14,16,15,7,9,8,14,10,,22
19:43:32 2021/02/14,15,12,8,10,8,13,7,,20
19:53:34 2021/02/14,16,18,5,11,10,13,9,,16
20:03:37 2021/02/14,16,16,5,10,7,13,8,,14
20:13:39 2021/02/14,20,13,4,9,8,14,8,,19
20:23:42 2021/02/14,21,13,6,15,8,13,8,,19
20:33:44 2021/02/14,23,16,6,17,6,9,6,,21
20:43:46 2021/02/14,27,20,8,17,7,5,5,,22
20:53:49 2021/02/14,27,23,7,18,4,2,3,,19
21:03:52 2021/02/14,25,22,6,16,7,3,1,,19
21:13:54 2021/02/14,26,22,5,16,8,4,1,,14
21:23:57 2021/02/14,24,23,3,12,9,7,,,12
21:33:59 2021/02/14,17,22,2,10,9,9,1,,10
21:44:02 2021/02/14,16,19,,11,9,9,1,,7
21:54:05 2021/02/14,13,13,,11,11,9,1,,7
22:04:07 2021/02/14,11,11,3,12,8,8,2,,6
22:14:11 2021/02/14,8,12,3,14,6,8,4,,6
22:24:14 2021/02/14,9,10,4,11,6,4,5,,5
22:34:17 2021/02/14,9,9,4,11,4,2,5,,5
22:44:19 2021/02/14,7,9,4,8,3,2,4,,5
22:54:22 2021/02/14,6,7,4,6,4,7,4,,6
23:04:24 2021/02/14,5,7,1,6,4,8,3,,7
23:14:27 2021/02/14,4,4,2,3,6,9,2,,5
23:24:30 2021/02/14,3,5,1,3,5,8,1,,3
23:34:33 2021/02/14,4,5,1,,5,8,,,3
23:44:35 2021/02/14,4,2,2,1,5,8,,,3
23:54:37 2021/02/14,3,2,2,1,3,5,,,3
00:04:40 2021/02/15,2,2,2,1,3,2,,,2
00:14:43 2021/02/15,2,3,2,2,3,3,,,1
00:24:45 2021/02/15,2,2,2,2,2,4,,,1
00:34:48 2021/02/15,,2,2,2,2,4,,,1
00:44:51 2021/02/15,,2,2,1,2,3,,,1
00:54:53 2021/02/15,,2,1,1,2,4,,,1
01:04:56 2021/02/15,,2,1,1,2,4,,,
01:14:59 2021/02/15,,2,,,1,4,,,
01:25:02 2021/02/15,,1,,,,1,,,2
01:35:05 2021/02/15,,2,,,,2,,,2
01:45:07 2021/02/15,,2,,2,,2,,,2
01:55:10 2021/02/15,,2,,2,1,2,,,2
02:05:12 2021/02/15,,2,,2,1,1,,,2
02:15:15 2021/02/15,,2,,2,1,1,,,2
02:25:18 2021/02/15,,1,,2,1,1,,,
02:35:21 2021/02/15,,,1,2,1,,,,
02:45:24 2021/02/15,,,1,1,1,1,,,
02:55:27 2021/02/15,,,1,,,1,,,1
03:05:30 2021/02/15,,,1,,,1,,,1
03:15:33 2021/02/15,,,1,,,1,,,3
03:25:35 2021/02/15,,,1,,,1,,,3
03:35:38 2021/02/15,1,3,,1,1,3,,,3
03:45:40 2021/02/15,2,5,1,1,2,3,1,,3
03:55:43 2021/02/15,2,6,2,1,2,2,2,,2
04:05:46 2021/02/15,2,6,4,1,2,2,2,,2
04:15:49 2021/02/15,3,6,6,2,2,3,2,,
04:25:51 2021/02/15,3,7,9,6,2,3,2,,3
04:35:54 2021/02/15,5,6,10,5,5,4,2,,3
04:45:57 2021/02/15,5,8,11,6,4,5,4,,5
04:56:00 2021/02/15,8,10,10,7,4,7,9,,7
05:06:02 2021/02/15,10,18,10,10,7,15,13,,10
05:16:04 2021/02/15,17,25,9,13,10,19,16,,15
05:26:07 2021/02/15,20,29,7,12,12,23,23,,15
05:36:10 2021/02/15,28,37,10,17,17,26,37,,16
05:46:12 2021/02/15,36,47,14,23,17,24,46,,21
05:56:15 2021/02/15,43,55,17,30,20,28,50,,26
06:06:17 2021/02/15,63,55,24,37,33,27,59,10,34
06:16:20 2021/02/15,66,61,24,38,32,28,63,14,37
06:26:22 2021/02/15,68,69,24,45,31,28,67,18,39
06:36:25 2021/02/15,73,73,24,43,32,23,53,21,42
06:46:28 2021/02/15,72,63,21,40,31,28,45,23,50
06:56:30 2021/02/15,70,56,16,39,30,26,45,23,45
07:06:33 2021/02/15,58,55,12,37,24,25,36,21,36
07:16:35 2021/02/15,48,51,15,30,22,19,28,16,33
07:26:38 2021/02/15,39,41,16,29,22,16,21,16,29
07:36:40 2021/02/15,39,45,16,27,20,18,24,15,27
07:46:43 2021/02/15,35,38,15,24,19,18,24,12,22
07:56:46 2021/02/15,34,40,16,27,15,13,24,12,16
08:06:48 2021/02/15,29,43,16,26,15,11,21,14,17
08:16:51 2021/02/15,28,38,14,25,13,11,22,11,16
08:26:53 2021/02/15,30,33,13,21,13,14,23,13,13
08:36:56 2021/02/15,32,36,13,16,10,18,23,15,17
08:46:59 2021/02/15,32,35,12,19,9,21,20,13,21
08:57:02 2021/02/15,34,37,13,19,9,22,20,13,24
09:07:04 2021/02/15,42,44,14,22,11,29,23,13,30
09:17:07 2021/02/15,43,46,17,22,12,34,22,11,31
09:27:10 2021/02/15,42,51,16,20,11,40,18,10,35
09:37:12 2021/02/15,43,53,15,23,9,38,22,10,32
09:47:15 2021/02/15,39,50,19,25,14,39,20,7,33
09:57:18 2021/02/15,36,47,18,31,15,41,22,9,33
10:07:20 2021/02/15,33,37,18,29,18,31,21,14,33
10:17:23 2021/02/15,30,35,15,25,17,28,24,17,30
10:27:26 2021/02/15,29,40,10,27,20,24,25,17,26
10:37:28 2021/02/15,30,39,10,27,21,22,23,18,31
10:47:31 2021/02/15,30,39,11,32,21,16,26,20,30
10:57:33 2021/02/15,27,42,12,32,18,16,26,18,30
11:07:36 2021/02/15,30,43,12,28,17,19,25,16,31
11:17:39 2021/02/15,25,43,11,30,13,25,21,13,25
11:27:42 2021/02/15,26,41,13,28,12,26,26,8,28
11:37:45 2021/02/15,25,43,12,29,12,26,27,6,30
11:47:47 2021/02/15,26,40,9,27,18,27,22,8,26
11:57:50 2021/02/15,26,36,8,23,15,29,21,5,32
12:07:52 2021/02/15,29,34,5,21,18,31,23,5,35
12:17:55 2021/02/15,27,40,5,22,19,29,25,6,35
12:27:58 2021/02/15,28,42,5,19,19,23,27,8,30
12:38:00 2021/02/15,30,33,7,20,19,25,25,13,34
12:48:02 2021/02/15,34,37,9,15,15,28,25,15,30
12:58:05 2021/02/15,42,40,9,17,13,29,25,18,32
13:08:07 2021/02/15,45,41,8,18,15,32,23,19,29
13:18:10 2021/02/15,37,44,9,18,13,30,25,21,33
13:28:13 2021/02/15,38,51,11,21,9,36,21,22,34
13:38:16 2021/02/15,37,57,12,25,11,38,20,19,33
13:48:19 2021/02/15,34,61,12,28,14,37,24,17,32
13:58:21 2021/02/15,30,60,13,28,13,32,21,11,33
14:08:24 2021/02/15,30,55,12,31,15,29,28,13,31
14:18:27 2021/02/15,26,59,11,34,15,31,28,13,32
14:28:30 2021/02/15,27,57,11,35,15,32,26,13,29
14:38:33 2021/02/15,26,60,9,34,14,34,28,17,32
14:48:36 2021/02/15,23,57,6,27,13,28,23,17,36
14:58:39 2021/02/15,29,53,5,31,11,27,21,23,36
15:08:42 2021/02/15,30,54,6,37,12,34,23,23,36
15:18:45 2021/02/15,32,56,8,35,8,32,21,20,37
15:28:48 2021/02/15,36,55,13,33,7,33,31,25,40
15:38:51 2021/02/15,36,57,15,42,8,30,35,22,36
15:48:54 2021/02/15,45,57,20,42,9,35,41,18,42
15:58:56 2021/02/15,53,54,25,42,11,41,46,17,41
16:08:59 2021/02/15,53,56,28,43,12,48,49,15,48
16:19:01 2021/02/15,58,61,28,45,15,48,52,17,53
16:29:04 2021/02/15,63,75,31,45,20,48,56,18,59
16:39:07 2021/02/15,68,83,28,53,21,48,51,15,66
16:49:09 2021/02/15,65,86,29,47,23,48,52,15,64
16:59:12 2021/02/15,65,78,30,54,30,50,49,19,65
17:09:14 2021/02/15,70,81,31,56,32,54,62,24,67
17:19:17 2021/02/15,73,86,32,63,36,55,61,23,71
17:29:20 2021/02/15,71,91,33,57,33,55,61,30,69
17:39:22 2021/02/15,74,89,34,60,30,59,56,32,66
17:49:25 2021/02/15,74,87,36,54,32,59,57,33,68
17:59:28 2021/02/15,67,94,36,53,40,57,53,31,69
18:09:31 2021/02/15,68,94,38,55,37,49,49,32,78
18:19:33 2021/02/15,70,99,37,57,34,43,40,33,87
18:29:36 2021/02/15,71,99,35,59,37,42,37,32,88
18:39:38 2021/02/15,71,83,34,63,40,48,43,34,84
18:49:41 2021/02/15,67,84,34,59,40,55,45,36,80
18:59:44 2021/02/15,72,83,30,65,30,57,49,38,76
19:09:46 2021/02/15,66,86,27,67,29,64,55,33,73
19:19:49 2021/02/15,55,78,26,58,28,63,57,33,62
19:29:51 2021/02/15,61,75,27,56,27,59,51,33,59
19:39:54 2021/02/15,59,74,23,51,31,48,47,33,65
19:49:56 2021/02/15,52,77,21,53,32,42,41,28,75
19:59:59 2021/02/15,50,82,26,52,31,42,38,23,81
20:10:02 2021/02/15,46,85,29,48,33,34,38,22,79
20:20:04 2021/02/15,55,87,24,48,32,38,31,23,75
20:30:07 2021/02/15,47,96,23,49,32,33,32,20,77
20:40:09 2021/02/15,41,91,22,45,28,34,31,13,76
20:50:12 2021/02/15,40,88,23,44,25,28,32,7,75
21:00:14 2021/02/15,41,81,26,40,20,31,34,8,63
21:10:17 2021/02/15,38,73,22,35,22,29,31,9,55
21:20:20 2021/02/15,37,68,20,29,17,29,24,8,55
21:30:22 2021/02/15,33,63,19,25,15,29,25,8,52
21:40:24 2021/02/15,31,53,19,21,11,31,23,7,50
21:50:27 2021/02/15,27,51,18,16,12,26,22,2,36
22:00:29 2021/02/15,27,51,14,13,14,31,17,,32
22:10:32 2021/02/15,26,47,13,13,16,27,11,,32
22:20:35 2021/02/15,25,41,7,12,16,24,11,,29
22:30:37 2021/02/15,19,35,6,11,16,19,11,,26
22:40:40 2021/02/15,13,29,6,12,19,13,8,,21
22:50:42 2021/02/15,12,23,4,13,18,15,8,,18
23:00:45 2021/02/15,12,20,4,12,17,15,6,,15
23:10:48 2021/02/15,10,16,4,13,12,12,4,,14
23:20:50 2021/02/15,6,11,2,8,9,9,6,,11
23:30:53 2021/02/15,5,10,2,7,4,8,6,,9
23:40:56 2021/02/15,4,11,,6,4,8,5,,6
23:50:58 2021/02/15,3,9,,5,1,5,3,,6
00:01:01 2021/02/16,4,8,,6,2,4,2,,4
00:11:03 2021/02/16,3,9,1,6,2,5,2,,6
00:21:05 2021/02/16,2,5,1,4,3,4,1,,5
00:31:08 2021/02/16,2,5,1,4,4,4,,,4
00:41:11 2021/02/16,2,6,1,3,4,4,,,4
00:51:14 2021/02/16,2,2,1,2,4,3,,,4
01:01:16 2021/02/16,1,2,1,,5,3,,,3
01:11:18 2021/02/16,2,3,1,,4,2,,,3
01:21:21 2021/02/16,2,2,,,3,,,,2
01:31:23 2021/02/16,1,2,,1,2,,,,1
01:41:26 2021/02/16,1,2,,2,1,1,,,1
01:51:28 2021/02/16,1,1,,2,1,1,,,1
02:01:31 2021/02/16,1,1,,2,1,1,,,2
02:11:34 2021/02/16,1,1,,2,1,1,,,2
02:21:36 2021/02/16,,,,2,1,1,,,2
02:31:39 2021/02/16,,,,2,2,1,,,1
02:41:42 2021/02/16,,,,1,2,1,,,1
02:51:45 2021/02/16,,,,,3,,,,1
03:01:48 2021/02/16,,,,,3,,,,2
03:11:51 2021/02/16,,,,,4,,,,1
03:21:53 2021/02/16,1,,,1,3,,,,1
03:31:56 2021/02/16,1,,1,2,3,,,,1
03:41:58 2021/02/16,2,3,2,2,2,1,,,1
03:52:01 2021/02/16,3,3,3,2,1,2,1,,2
04:02:04 2021/02/16,3,4,4,2,1,3,1,,1
04:12:06 2021/02/16,4,5,8,3,1,3,2,,2
04:22:09 2021/02/16,4,10,9,6,1,3,3,,4
04:32:12 2021/02/16,7,13,8,6,1,4,3,,4
04:42:15 2021/02/16,10,12,9,7,1,5,6,,6
04:52:18 2021/02/16,13,16,12,9,1,4,7,,5
05:02:21 2021/02/16,20,23,13,11,5,6,11,,7
05:12:24 2021/02/16,24,31,11,13,5,13,21,,10
05:22:27 2021/02/16,31,36,10,15,11,22,30,,15
05:32:29 2021/02/16,36,43,19,20,15,26,34,,23
05:42:31 2021/02/16,37,56,22,31,18,29,38,,30
05:52:33 2021/02/16,44,64,22,40,20,34,39,,40
06:02:35 2021/02/16,58,67,22,46,26,40,45,13,55
06:12:38 2021/02/16,64,72,24,51,32,41,47,17,65
06:22:40 2021/02/16,65,69,29,56,32,45,45,19,67
06:32:42 2021/02/16,71,67,22,54,31,43,44,25,69
06:42:45 2021/02/16,77,53,19,46,32,40,39,28,67
06:52:48 2021/02/16,77,52,20,42,36,38,39,32,56
07:02:50 2021/02/16,67,43,19,39,33,33,37,18,50
07:12:52 2021/02/16,57,45,23,39,27,24,32,22,38
07:22:55 2021/02/16,55,45,18,32,28,18,30,22,35
07:32:57 2021/02/16,51,42,20,33,25,18,27,16,35
07:42:59 2021/02/16,44,46,23,31,23,19,27,16,32
07:53:02 2021/02/16,41,48,23,29,21,18,28,12,32
08:03:05 2021/02/16,37,49,20,29,22,21,26,12,26
08:13:07 2021/02/16,39,44,13,21,17,25,21,7,22
08:23:10 2021/02/16,35,40,15,20,11,27,19,6,19
08:33:13 2021/02/16,36,36,14,16,13,30,20,4,17
08:43:16 2021/02/16,40,34,16,13,14,31,21,6,16
08:53:18 2021/02/16,39,33,14,13,11,38,19,7,20
09:03:21 2021/02/16,44,32,15,10,12,43,23,8,25
09:13:24 2021/02/16,46,41,18,21,13,40,26,11,28
09:23:27 2021/02/16,50,47,18,31,14,40,28,9,30
09:33:29 2021/02/16,50,54,16,33,14,36,32,10,34
09:43:31 2021/02/16,45,56,14,35,13,37,32,9,38
09:53:34 2021/02/16,47,56,12,35,10,32,39,10,29
10:03:37 2021/02/16,44,56,9,36,8,37,43,9,32
10:13:39 2021/02/16,40,54,7,29,10,36,40,6,33
10:23:41 2021/02/16,39,48,7,18,12,35,35,7,32
10:33:44 2021/02/16,36,40,8,18,11,34,33,7,33
10:43:46 2021/02/16,35,37,4,18,10,33,34,5,35
10:53:49 2021/02/16,31,34,5,20,11,36,27,7,37
11:03:51 2021/02/16,33,38,6,25,13,27,23,8,37
11:13:54 2021/02/16,37,31,9,29,11,28,21,11,32
11:23:57 2021/02/16,33,31,7,31,12,26,20,11,32
11:34:00 2021/02/16,37,38,6,29,14,28,18,12,29
11:44:03 2021/02/16,36,40,6,26,15,36,19,12,25
11:54:06 2021/02/16,33,41,8,28,15,33,21,11,23
12:04:08 2021/02/16,28,45,9,24,19,34,19,11,20
12:14:11 2021/02/16,26,47,9,18,20,36,21,11,24
12:24:14 2021/02/16,22,51,9,20,18,35,20,12,24
12:34:17 2021/02/16,19,53,10,27,22,31,18,9,25
12:44:20 2021/02/16,19,52,9,30,23,24,18,9,26
12:54:23 2021/02/16,22,52,8,27,27,23,15,11,28
13:04:26 2021/02/16,22,44,7,28,24,18,19,9,29
13:14:29 2021/02/16,20,44,6,31,17,19,18,7,30
13:24:32 2021/02/16,24,40,5,29,17,21,16,9,28
13:34:35 2021/02/16,30,39,8,23,16,19,17,13,26
13:44:37 2021/02/16,34,38,8,19,10,26,18,15,29
13:54:40 2021/02/16,34,46,8,23,7,25,18,17,27
14:04:43 2021/02/16,34,53,9,25,7,25,16,19,25
14:14:46 2021/02/16,31,52,11,23,10,28,16,19,27
14:24:48 2021/02/16,28,53,12,19,10,27,19,19,34
14:34:51 2021/02/16,27,46,11,20,10,27,23,16,33
14:44:54 2021/02/16,26,47,11,21,10,28,28,18,32
14:54:56 2021/02/16,22,47,12,16,13,31,29,17,30
15:04:59 2021/02/16,22,41,12,16,14,32,33,19,37
15:15:01 2021/02/16,26,36,11,14,11,33,31,20,34
15:25:04 2021/02/16,29,39,11,16,14,31,30,22,35
15:35:07 2021/02/16,34,42,16,20,18,33,28,25,47
15:45:10 2021/02/16,36,44,14,24,19,38,32,21,49
15:55:13 2021/02/16,42,52,17,31,19,37,35,22,52
16:05:16 2021/02/16,58,55,22,38,19,46,31,27,51
16:15:18 2021/02/16,55,58,23,39,18,45,38,26,58
16:25:21 2021/02/16,62,70,31,43,19,52,39,26,60
16:35:24 2021/02/16,62,78,28,42,18,57,40,25,55
16:45:26 2021/02/16,65,84,27,43,22,54,35,26,47
16:55:29 2021/02/16,60,80,26,43,26,58,41,26,49
17:05:32 2021/02/16,55,89,23,43,28,58,39,33,51
17:15:36 2021/02/16,57,92,20,43,34,59,42,35,56
17:25:38 2021/02/16,58,95,15,46,39,61,40,39,65
17:35:41 2021/02/16,54,95,16,59,41,56,44,43,71
17:45:43 2021/02/16,59,97,21,58,41,58,53,39,70
17:55:46 2021/02/16,63,94,22,57,42,54,49,41,78
18:05:49 2021/02/16,63,87,27,53,46,47,52,41,84
18:15:51 2021/02/16,65,83,25,58,41,45,48,38,89
18:25:54 2021/02/16,64,75,31,59,41,50,54,36,85
18:35:56 2021/02/16,69,74,31,50,43,50,60,36,81
18:45:59 2021/02/16,61,73,33,49,48,52,54,33,79
18:56:02 2021/02/16,59,85,27,57,40,56,58,36,77
19:06:04 2021/02/16,55,94,25,59,38,58,55,28,74
19:16:06 2021/02/16,54,94,24,59,39,57,50,22,64
19:26:09 2021/02/16,58,93,22,55,38,49,48,18,54
19:36:12 2021/02/16,51,92,20,55,35,45,41,21,56
19:46:15 2021/02/16,53,86,19,49,28,35,33,26,53
19:56:18 2021/02/16,52,76,20,40,29,26,36,30,60
20:06:21 2021/02/16,56,74,23,35,32,29,30,31,59
20:16:23 2021/02/16,62,67,26,37,29,25,34,30,54
20:26:26 2021/02/16,58,62,26,34,24,26,31,30,53
20:36:29 2021/02/16,53,59,27,32,22,24,31,29,53
20:46:31 2021/02/16,55,62,27,37,22,24,33,29,54
20:56:34 2021/02/16,46,49,21,28,13,18,21,11,38
21:06:37 2021/02/16,47,49,21,28,15,20,21,11,41
21:16:39 2021/02/16,32,25,13,16,6,11,12,4,23
21:26:42 2021/02/16,19,24,7,14,8,11,6,3,20
21:36:45 2021/02/16,15,22,5,14,5,6,6,2,17
21:46:47 2021/02/16,10,22,5,10,8,9,2,,14
21:56:50 2021/02/16,15,26,6,12,11,9,4,,18
22:06:52 2021/02/16,18,25,6,11,13,7,6,,16
22:16:55 2021/02/16,18,27,5,12,14,6,7,,19
22:26:58 2021/02/16,20,29,6,12,16,7,8,,24
22:37:01 2021/02/16,19,25,4,11,15,7,9,,22
22:47:03 2021/02/16,17,25,3,8,15,5,8,,22
22:57:06 2021/02/16,14,22,3,8,11,3,6,,19
23:07:08 2021/02/16,9,16,4,6,8,3,4,,17
23:17:11 2021/02/16,5,17,4,9,6,4,3,,11
23:27:13 2021/02/16,4,16,3,10,6,2,3,,10
23:37:16 2021/02/16,2,14,3,10,3,1,2,,9
23:47:19 2021/02/16,2,13,3,9,3,1,2,,8
23:57:22 2021/02/16,2,8,4,8,1,2,2,,9
00:07:24 2021/02/17,2,8,3,7,1,2,2,,9
00:17:27 2021/02/17,2,8,3,7,1,3,2,,7
00:27:30 2021/02/17,2,5,3,2,1,2,2,,7
00:37:33 2021/02/17,2,5,3,2,1,2,2,,5
00:47:36 2021/02/17,2,4,3,2,1,2,,,7
00:57:39 2021/02/17,3,2,1,,1,1,,,7
01:07:41 2021/02/17,2,1,1,,1,1,,,6
01:17:45 2021/02/17,2,3,,,1,1,,,6
01:27:47 2021/02/17,1,2,,,,,,,5
01:37:49 2021/02/17,1,4,,,,1,,,4
01:47:52 2021/02/17,1,4,,,,1,,,4
01:57:55 2021/02/17,1,4,,,1,1,,,3
02:07:58 2021/02/17,,4,,,2,1,,,3
02:18:00 2021/02/17,,4,,,2,1,,,2
02:28:03 2021/02/17,,3,,1,2,1,,,2
02:38:05 2021/02/17,,2,,1,2,,,,2
02:48:07 2021/02/17,,2,,1,2,,,,3
02:58:10 2021/02/17,,2,,1,1,,,,3
03:08:12 2021/02/17,,2,,3,1,,,,1
03:18:15 2021/02/17,,3,,3,,,,,1
03:28:17 2021/02/17,,2,,3,,,,,1
03:38:20 2021/02/17,1,3,1,3,,1,,,1
03:48:22 2021/02/17,2,3,1,3,1,1,1,,1
03:58:25 2021/02/17,2,5,2,4,1,1,1,,
04:08:27 2021/02/17,2,5,4,4,2,1,2,,1
04:18:30 2021/02/17,3,5,6,6,4,1,2,,1
04:28:33 2021/02/17,5,9,6,6,4,2,3,,1
04:38:36 2021/02/17,5,12,7,7,7,1,4,,1
04:48:38 2021/02/17,4,14,11,7,7,3,5,,5
04:58:41 2021/02/17,7,15,11,10,7,9,6,,7
05:08:43 2021/02/17,12,28,12,15,7,16,18,,11
05:18:46 2021/02/17,23,41,13,20,8,22,21,,14
05:28:49 2021/02/17,23,47,14,21,9,23,26,,19
05:38:51 2021/02/17,29,53,20,29,15,25,33,,25
05:48:54 2021/02/17,39,56,22,34,15,30,42,,29
05:58:56 2021/02/17,47,65,23,40,18,35,47,8,40
06:08:58 2021/02/17,66,76,32,47,22,42,58,13,49
06:19:00 2021/02/17,68,76,31,46,23,44,60,21,56
06:29:03 2021/02/17,69,78,29,53,29,39,61,26,61
06:39:06 2021/02/17,80,77,27,54,30,42,54,29,60
06:49:08 2021/02/17,78,80,20,53,33,40,53,33,68
06:59:11 2021/02/17,79,76,16,53,34,39,47,34,61
07:09:13 2021/02/17,67,71,10,46,36,32,45,25,56
07:19:16 2021/02/17,54,53,9,47,36,26,37,24,49
07:29:19 2021/02/17,49,55,11,38,32,29,38,17,41
07:39:22 2021/02/17,43,54,12,31,26,34,35,13,37
07:49:24 2021/02/17,34,49,16,24,24,34,33,13,34
07:59:27 2021/02/17,32,43,16,21,20,36,33,13,30
08:09:30 2021/02/17,27,42,16,20,21,32,33,13,25
08:19:33 2021/02/17,30,43,12,17,16,34,29,11,26
08:29:35 2021/02/17,28,41,15,15,16,31,28,5,25
08:39:38 2021/02/17,31,34,17,17,17,29,23,8,25
08:49:41 2021/02/17,36,40,17,18,18,29,25,9,30
08:59:44 2021/02/17,43,39,14,20,17,28,32,12,31
09:09:46 2021/02/17,44,46,17,24,14,24,35,17,28
09:19:49 2021/02/17,44,50,16,21,12,29,36,17,32
09:29:52 2021/02/17,46,55,19,23,17,29,36,19,31
09:39:54 2021/02/17,49,55,12,27,19,30,34,20,34
09:49:57 2021/02/17,49,65,9,29,22,28,36,20,34
09:59:59 2021/02/17,48,60,8,30,20,23,33,20,31
10:10:02 2021/02/17,44,61,11,24,20,27,30,17,32
10:20:04 2021/02/17,42,58,9,19,23,33,26,14,35
10:30:07 2021/02/17,36,54,12,20,22,35,25,15,32
10:40:10 2021/02/17,37,48,10,21,21,35,25,12,31
10:50:12 2021/02/17,30,54,13,19,19,34,27,12,35
11:00:16 2021/02/17,28,47,14,21,14,34,30,11,37
11:10:19 2021/02/17,28,50,15,20,14,37,29,13,44
11:20:21 2021/02/17,27,47,12,24,13,32,30,15,40
11:30:24 2021/02/17,29,52,13,30,10,23,26,18,40
11:40:26 2021/02/17,37,53,10,29,8,22,32,18,40
11:50:28 2021/02/17,41,56,8,30,4,25,30,17,40
12:00:31 2021/02/17,42,57,5,30,10,27,30,19,37
12:10:34 2021/02/17,38,58,6,25,13,26,27,17,30
12:20:38 2021/02/17,35,58,5,25,17,25,28,15,25
12:30:41 2021/02/17,38,51,7,20,19,26,27,11,32
12:40:44 2021/02/17,42,52,6,18,19,30,25,9,32
12:50:46 2021/02/17,41,55,6,25,21,32,20,9,33
13:00:49 2021/02/17,38,44,5,23,20,26,21,8,30
13:10:51 2021/02/17,39,51,6,20,17,23,24,7,28
13:20:54 2021/02/17,40,47,7,21,16,21,25,7,34
13:30:57 2021/02/17,40,51,9,27,14,20,23,8,36
13:41:00 2021/02/17,40,53,6,28,14,13,27,7,28
13:51:02 2021/02/17,27,39,7,22,13,11,24,8,27
14:01:05 2021/02/17,31,52,8,22,16,12,26,13,29
14:11:08 2021/02/17,26,60,9,24,18,12,27,15,40
14:21:11 2021/02/17,27,47,4,21,12,13,22,15,29
14:31:14 2021/02/17,28,44,5,18,9,15,22,18,32
14:41:17 2021/02/17,30,44,9,17,9,17,21,20,36
14:51:20 2021/02/17,38,48,13,13,8,14,20,19,33
15:01:22 2021/02/17,45,55,21,23,11,18,25,22,38
15:11:25 2021/02/17,43,43,19,21,12,19,23,18,29
